"zip","city","county","pop"
"16729","Duke Center","Mckean","917"
"18056","Hereford","Berks","916"
"15762","Nicktown","Cambria","905"
"15534","Buffalo Mills","Bedford","903"
"15675","Penn","Westmoreland","895"
"16440","Venango","Crawford","888"
"16926","Granville Summit","Bradford","886"
"15352","New Freeport","Greene","880"
"15049","Harwick","Allegheny","878"
"15736","Elderton","Armstrong","875"
"15018","Buena Vista","Allegheny","874"
"16661","Madera","Clearfield","873"
"15771","Rochester Mills","Indiana","871"
"16932","Mainesburg","Tioga","867"
"16436","Spring Creek","Warren","865"
"17030","Gratz","Dauphin","859"
"16402","Bear Lake","Warren","855"
"17021","East Waterford","Juniata","855"
"15856","Rockton","Clearfield","852"
"15433","East Millsboro","Fayette","851"
"15779","Torrance","Westmoreland","846"
"18086","Treichlers","Northampton","841"
"19009","Bryn Athyn","Montgomery","840"
"18435","Lackawaxen","Pike","835"
"18354","Sciota","Monroe","834"
"16942","Osceola","Tioga","830"
"18352","Reeders","Monroe","823"
"15684","Slickville","Westmoreland","821"
"17936","Gordon","Schuylkill","821"
"19358","Modena","Chester","820"
"17214","Blue Ridge Summit","Franklin","819"
"17002","Allensville","Mifflin","815"
"15331","Ellsworth","Washington","808"
"15676","Pleasant Unity","Westmoreland","807"
"17832","Marion Heights","Northumberland","803"
"17964","Pitman","Schuylkill","801"
"16405","Columbus","Warren","801"
"17097","Wiconisco","Dauphin","801"
"16839","Grassflat","Clearfield","800"
"18371","Tamiment","Pike","796"
"15341","Holbrook","Greene","796"
"15347","Meadow Lands","Washington","795"
"17064","Mount Gretna","Lebanon","788"
"18915","Colmar","Montgomery","784"
"15686","Spring Church","Armstrong","780"
"15477","Roscoe","Washington","779"
"17581","Terre Hill","Lancaster","775"
"17941","Klingerstown","Schuylkill","772"
"15611","Adamsburg","Westmoreland","771"
"15754","Lucernemines","Indiana","770"
"18241","Nuremberg","Schuylkill","769"
"16679","Six Mile Run","Bedford","767"
"15961","Vintondale","Cambria","766"
"16546","Erie","Erie","762"
"15629","East Vandergrift","Westmoreland","761"
"18851","Warren Center","Bradford","755"
"15364","Sycamore","Greene","752"
"18079","Slatedale","Lehigh","751"
"15551","Markleton","Somerset","746"
"15362","Spraggs","Greene","743"
"16160","West Pittsburg","Lawrence","743"
"16029","East Butler","Butler","742"
"16136","Koppel","Beaver","740"
"16726","Cyclone","Mckean","737"
"15060","Midway","Washington","735"
"17212","Big Cove Tannery","Fulton","734"
"15678","Rillton","Westmoreland","731"
"16829","Clarence","Centre","730"
"15076","Russellton","Allegheny","726"
"16621","Broad Top","Huntingdon","716"
"19436","Gwynedd","Montgomery","711"
"15775","Spangler","Cambria","711"
"15377","West Finley","Washington","705"
"15628","Donegal","Westmoreland","704"
"16938","Morris","Tioga","696"
"15538","Fairhope","Somerset","695"
"18829","Le Raysville","Bradford","693"
"18970","Trumbauersville","Bucks","693"
"15083","Sutersville","Westmoreland","692"
"16674","Robertsdale","Huntingdon","689"
"15351","Nemacolin","Greene","684"
"15470","Ohiopyle","Fayette","683"
"16647","Hesston","Huntingdon","682"
"17850","Montandon","Northumberland","680"
"15358","Richeyville","Washington","678"
"17827","Freeburg","Snyder","672"
"15920","Armagh","Indiana","672"
"16640","Flinton","Cambria","670"
"18473","White Mills","Wayne","670"
"17265","Upperstrasburg","Franklin","667"
"18471","Waverly","Lackawanna","667"
"15937","Jerome","Somerset","667"
"19345","Immaculata","Chester","661"
"18342","Mountainhome","Monroe","660"
"16692","Westover","Clearfield","655"
"19319","Cheyney","Delaware","655"
"15671","New Derry","Westmoreland","655"
"17317","East Prospect","York","649"
"17760","North Bend","Clinton","648"
"16863","Olanta","Clearfield","648"
"18451","Paupack","Pike","646"
"15661","Loyalhanna","Westmoreland","646"
"16420","Grand Valley","Warren","634"
"16114","Clarks Mills","Mercer","627"
"17213","Blairs Mills","Huntingdon","627"
"15957","Strongstown","Indiana","626"
"15363","Strabane","Washington","625"
"15007","Bakerstown","Allegheny","623"
"15633","Forbes Road","Westmoreland","618"
"16854","Millheim","Centre","614"
"15411","Addison","Somerset","613"
"18030","Bowmanstown","Carbon","610"
"15698","Yukon","Westmoreland","609"
"19545","New Berlinville","Berks","608"
"18335","Marshalls Creek","Monroe","606"
"16161","Wheatland","Mercer","606"
"18351","Portland","Northampton","600"
"17840","Locust Gap","Northumberland","598"
"18830","Little Meadows","Susquehanna","598"
"15337","Graysville","Greene","595"
"18327","Delaware Water Gap","Monroe","594"
"16851","Lemont","Centre","593"
"15640","Hutchinson","Westmoreland","589"
"15623","Claridge","Westmoreland","584"
"18616","Forksville","Sullivan","583"
"16843","Hyde","Clearfield","578"
"17221","Fannettsburg","Franklin","577"
"15462","Melcroft","Fayette","573"
"17263","State Line","Franklin","573"
"16343","Reno","Venango","571"
"16859","Moshannon","Centre","566"
"18333","Kresgeville","Monroe","554"
"16623","Cassville","Huntingdon","553"
"15948","Revloc","Cambria","552"
"16745","Rixford","Mckean","552"
"19550","Rehrersburg","Berks","549"
"15624","Crabtree","Westmoreland","545"
"16250","Sagamore","Armstrong","544"
"15380","Wind Ridge","Greene","544"
"15078","Slovan","Washington","541"
"18632","Mildred","Sullivan","538"
"18331","Gilbert","Monroe","537"
"19456","Oaks","Montgomery","537"
"15547","Jennerstown","Somerset","537"
"15051","Indianola","Allegheny","536"
"15324","Cokeburg","Washington","528"
"17862","Penns Creek","Snyder","527"
"16832","Coburn","Centre","526"
"15088","West Elizabeth","Allegheny","524"
"15739","Ernest","Indiana","523"
"15004","Atlasburg","Washington","521"
"18626","Laporte","Sullivan","521"
"16311","Carlton","Mercer","516"
"15620","Bradenville","Westmoreland","514"
"15315","Bobtown","Greene","512"
"18932","Line Lexington","Bucks","511"
"16329","Irvine","Warren","511"
"17266","Walnut Bottom","Cumberland","507"
"15951","Saint Michael","Cambria","507"
"15773","Saint Benedict","Cambria","507"
"16750","Turtlepoint","Mckean","505"
"16943","Sabinsville","Tioga","505"
"16840","Hawk Run","Clearfield","504"
"16671","Ramey","Clearfield","504"
"15734","Dixonville","Indiana","502"
"17247","Quincy","Franklin","501"
"18248","Sheppton","Schuylkill","499"
"18439","Lakewood","Wayne","494"
"16927","Harrison Valley","Potter","494"
"15455","Leisenring","Fayette","488"
"19474","Skippack","Montgomery","488"
"18231","Kelayres","Schuylkill","487"
"15412","Allenport","Washington","487"
"15031","Cuddy","Allegheny","486"
"17508","Brownstown","Lancaster","485"
"15413","Allison","Fayette","479"
"15466","Newell","Fayette","479"
"16911","Arnot","Tioga","479"
"15346","Mather","Greene","477"
"16113","Clark","Mercer","475"
"15350","Muse","Washington","471"
"17762","Picture Rocks","Lycoming","469"
"15753","La Jose","Clearfield","468"
"16689","Waterfall","Fulton","466"
"15641","Hyde Park","Westmoreland","466"
"15086","Warrendale","Allegheny","462"
"16826","Blanchard","Centre","461"
"15660","Lowber","Westmoreland","460"
"19536","Lyon Station","Berks","459"
"16344","Rouseville","Venango","458"
"15432","Dunlevy","Washington","457"
"17318","Emigsville","York","455"
"17982","Tuscarora","Schuylkill","452"
"15695","Wyano","Westmoreland","451"
"16372","Clintonville","Venango","448"
"15663","Madison","Westmoreland","447"
"18980","Wycombe","Bucks","445"
"15949","Robinson","Indiana","444"
"17211","Artemas","Bedford","439"
"17923","Branchdale","Schuylkill","438"
"18443","Milanville","Wayne","436"
"15711","Anita","Jefferson","435"
"15536","Crystal Spring","Fulton","434"
"16238","Manorville","Armstrong","434"
"17953","Middleport","Schuylkill","427"
"15715","Big Run","Jefferson","424"
"15435","Fairbank","Fayette","424"
"16228","Ford Cliff","Armstrong","424"
"18239","Milnesville","Luzerne","423"
"15006","Bairdford","Allegheny","423"
"15420","Cardale","Fayette","422"
"15634","Grapeville","Westmoreland","421"
"16230","Hawthorn","Clarion","419"
"19559","Strausstown","Berks","419"
"17835","Laurelton","Union","415"
"17220","Dry Run","Franklin","415"
"17606","Lancaster","Lancaster","413"
"15612","Alverton","Westmoreland","413"
"15489","West Leisenring","Fayette","413"
"15546","Jenners","Somerset","411"
"16879","Winburne","Clearfield","411"
"16422","Harmonsburg","Crawford","410"
"16921","Gaines","Tioga","408"
"18083","Stockertown","Northampton","408"
"15430","Dickerson Run","Fayette","406"
"15750","Josephine","Indiana","406"
"17219","Doylesburg","Franklin","406"
"17081","Plainfield","Cumberland","406"
"18625","Lake Winola","Wyoming","404"
"17249","Rockhill Furnace","Huntingdon","401"
"16868","Pine Grove Mills","Centre","400"
"19554","Shartlesville","Berks","396"
"17934","Gilberton","Schuylkill","395"
"15483","Stockdale","Washington","393"
"18063","Martins Creek","Northampton","391"
"19523","Geigertown","Berks","390"
"16132","Hillsville","Lawrence","390"
"17930","Cumbola","Schuylkill","387"
"16882","Woodward","Centre","387"
"17041","Lawn","Lebanon","386"
"16022","Bruin","Butler","386"
"17779","Woolrich","Clinton","386"
"15490","White","Fayette","384"
"15368","Vestaburg","Washington","383"
"16326","Fryburg","Clarion","380"
"15696","Youngstown","Westmoreland","378"
"15960","Twin Rocks","Cambria","378"
"16054","Saint Petersburg","Clarion","377"
"15539","Fishertown","Bedford","377"
"16260","Vowinckel","Clarion","377"
"17272","Zullinger","Franklin","376"
"16244","Nu Mine","Armstrong","376"
"16848","Lamar","Clinton","375"
"17010","Campbelltown","Lebanon","373"
"18456","Prompton","Wayne","371"
"15313","Beallsville","Washington","370"
"17925","Brockton","Schuylkill","364"
"16620","Brisbin","Clearfield","358"
"15615","Ardara","Westmoreland","357"
"17306","Bendersville","Adams","353"
"15054","Langeloth","Washington","351"
"15038","Elrama","Washington","351"
"16634","Dudley","Huntingdon","348"
"15677","Rector","Westmoreland","346"
"16328","Hydetown","Crawford","346"
"15081","South Heights","Beaver","344"
"15841","Force","Elk","342"
"15713","Aultman","Indiana","341"
"16110","Adamsville","Crawford","340"
"19492","Zieglerville","Montgomery","339"
"18828","Lawton","Susquehanna","339"
"17005","Berrysburg","Dauphin","339"
"15444","Hiller","Fayette","338"
"17920","Aristes","Columbia","338"
"16683","Spruce Creek","Huntingdon","337"
"16677","Sandy Ridge","Centre","337"
"17768","Shunk","Sullivan","336"
"15429","Denbo","Washington","332"
"18962","Silverdale","Bucks","331"
"15325","Crucible","Greene","330"
"15449","Keisterville","Fayette","330"
"16665","Newry","Blair","328"
"16334","Marble","Clarion","327"
"18256","Weston","Luzerne","325"
"16852","Madisonburg","Centre","321"
"16821","Allport","Clearfield","321"
"17080","Pillow","Dauphin","320"
"18845","Stevensville","Bradford","317"
"19549","Port Clinton","Schuylkill","313"
"16619","Blandburg","Cambria","313"
"18349","Pocono Manor","Monroe","312"
"16212","Cadogan","Armstrong","312"
"15617","Arona","Westmoreland","311"
"16333","Ludlow","Mckean","309"
"18817","East Smithfield","Bradford","308"
"18462","Starrucca","Wayne","305"
"16861","New Millport","Clearfield","303"
"15847","Knox Dale","Jefferson","300"
"16691","Wells Tannery","Fulton","299"
"17957","Muir","Schuylkill","299"
"16030","Eau Claire","Butler","297"
"18461","Starlight","Wayne","295"
"16680","Smithmill","Clearfield","292"
"15482","Star Junction","Fayette","290"
"15710","Alverda","Indiana","289"
"16236","Mc Grann","Armstrong","288"
"17215","Burnt Cabins","Fulton","286"
"17749","Mc Ewensville","Northumberland","286"
"17978","Spring Glen","Schuylkill","286"
"18244","Parryville","Carbon","284"
"17888","Wilburton","Columbia","281"
"17974","Seltzer","Schuylkill","281"
"17253","Saltillo","Huntingdon","281"
"16834","Drifting","Clearfield","280"
"18912","Buckingham","Bucks","280"
"16939","Morris Run","Tioga","279"
"16633","Defiance","Bedford","278"
"17261","South Mountain","Franklin","277"
"15348","Millsboro","Washington","277"
"15434","Elco","Washington","274"
"17952","Mary D","Schuylkill","274"
"17576","Smoketown","Lancaster","272"
"19017","Chester Heights","Delaware","271"
"18246","Rock Glen","Luzerne","270"
"15361","Southview","Washington","268"
"16725","Custer City","Mckean","268"
"16876","Wallaceton","Clearfield","267"
"15310","Aleppo","Greene","265"
"17776","Waterville","Lycoming","264"
"18245","Quakake","Schuylkill","264"
"16734","James City","Elk","264"
"15520","Acosta","Somerset","264"
"16847","Kylertown","Clearfield","263"
"16263","Yatesboro","Armstrong","261"
"18220","Delano","Schuylkill","260"
"17355","Railroad","York","259"
"17271","Willow Hill","Franklin","259"
"16659","Loysburg","Bedford","259"
"17968","Sacramento","Schuylkill","259"
"18619","Hillsgrove","Sullivan","259"
"15866","Troutville","Clearfield","259"
"16246","Plumville","Indiana","257"
"16825","Bigler","Clearfield","257"
"16027","Connoquenessing","Butler","256"
"15064","Morgan","Allegheny","256"
"15827","Byrnedale","Elk","255"
"15770","Ringgold","Jefferson","255"
"18624","Lake Harmony","Carbon","254"
"18469","Tyler Hill","Wayne","252"
"18842","South Gibson","Susquehanna","252"
"18081","Springtown","Bucks","251"
"16727","Derrick City","Mckean","250"
"18225","Harleigh","Luzerne","249"
"17072","New Kingstown","Cumberland","244"
"17829","Hartleton","Union","244"
"18602","Bear Creek","Luzerne","241"
"15562","Springs","Somerset","238"
"19316","Brandamore","Chester","238"
"17731","Eagles Mere","Sullivan","238"
"17951","Mar Lin","Schuylkill","238"
"16732","Gifford","Mckean","238"
"16849","Lanse","Clearfield","236"
"18463","Sterling","Wayne","236"
"15662","Luxor","Westmoreland","235"
"16370","West Hickory","Forest","234"
"17223","Fort Littleton","Fulton","233"
"16024","Callery","Butler","232"
"18920","Erwinna","Bucks","232"
"17730","Dewart","Northumberland","229"
"15832","Driftwood","Cameron","227"
"17887","White Deer","Union","227"
"15647","Larimer","Westmoreland","223"
"17949","Mahanoy Plane","Schuylkill","222"
"15922","Belsano","Cambria","222"
"16940","Nelson","Tioga","222"
"17217","Concord","Franklin","220"
"17239","Neelyton","Huntingdon","219"
"15689","United","Westmoreland","218"
"15448","Jacobs Creek","Westmoreland","218"
"16624","Chest Springs","Cambria","218"
"17836","Leck Kill","Northumberland","217"
"15745","Heilwood","Indiana","217"
"15712","Arcadia","Indiana","217"
"17246","Pleasant Hall","Franklin","216"
"17371","York New Salem","York","216"
"15028","Coulters","Allegheny","216"
"18950","Point Pleasant","Bucks","215"
"16672","Riddlesburg","Bedford","214"
"18628","Lopez","Sullivan","214"
"16245","Oak Ridge","Armstrong","213"
"15828","Clarington","Forest","212"
"15764","Oliveburg","Jefferson","212"
"18221","Drifton","Luzerne","212"
"17885","Weikert","Union","212"
"18653","Ransom","Lackawanna","211"
"15925","Cassandra","Cambria","211"
"18814","Burlington","Bradford","210"
"15727","Clune","Indiana","209"
"18340","Millrift","Pike","208"
"15863","Stump Creek","Jefferson","208"
"16416","Garland","Warren","206"
"16352","Tiona","Warren","206"
"15446","Indian Head","Fayette","206"
"15646","Jones Mills","Westmoreland","203"
"15756","Mc Intyre","Indiana","203"
"16835","Fleming","Centre","203"
"15443","Hibbs","Fayette","202"
"15693","Whitney","Westmoreland","202"
"18441","Lenoxville","Susquehanna","201"
"18437","Lake Como","Wayne","201"
"17884","Washingtonville","Montour","201"
"16837","Glen Richey","Clearfield","197"
"15075","Rural Ridge","Allegheny","197"
"17979","Summit Station","Schuylkill","197"
"16860","Munson","Clearfield","194"
"15082","Sturgeon","Allegheny","194"
"17311","Codorus","York","193"
"17029","Granville","Mifflin","192"
"15422","Chestnut Ridge","Fayette","191"
"18413","Clifford","Susquehanna","191"
"15953","Seanor","Somerset","190"
"18843","South Montrose","Susquehanna","189"
"15738","Emeigh","Cambria","189"
"17945","Locustdale","Schuylkill","188"
"15731","Coral","Indiana","187"
"18823","Harford","Susquehanna","187"
"17256","Shady Grove","Franklin","186"
"17748","Mc Elhattan","Clinton","186"
"18223","Ebervale","Luzerne","186"
"16622","Calvin","Huntingdon","185"
"15561","Sipesville","Somerset","184"
"15930","Dunlo","Cambria","183"
"16223","Distant","Armstrong","183"
"15366","Van Voorhis","Washington","179"
"15560","Shanksville","Somerset","178"
"18457","Rowland","Pike","178"
"17763","Ralston","Lycoming","178"
"17750","Mackeyville","Clinton","176"
"16427","Mill Village","Erie","176"
"15721","Burnside","Clearfield","176"
"15655","Laughlintown","Westmoreland","176"
"19435","Frederick","Montgomery","175"
"15962","Wilmore","Cambria","173"
"15540","Fort Hill","Somerset","173"
"15760","Marsteller","Cambria","173"
"16744","Rew","Mckean","172"
"18234","Lattimer Mines","Luzerne","171"
"17767","Salona","Clinton","170"
"16140","New Bedford","Lawrence","170"
"17861","Paxtonville","Snyder","169"
"15077","Shippingport","Beaver","165"
"15020","Bunola","Allegheny","165"
"16036","Foxburg","Clarion","164"
"17210","Amberson","Franklin","163"
"16853","Milesburg","Centre","161"
"16733","Hazel Hurst","Mckean","161"
"17778","Westport","Clinton","161"
"15861","Sinnamahoning","Cameron","160"
"17069","New Buffalo","Perry","158"
"15638","Hostetter","Westmoreland","156"
"15778","Timblin","Jefferson","155"
"19564","Virginville","Berks","155"
"15744","Hamilton","Jefferson","153"
"15359","Rogersville","Greene","153"
"16937","Mills","Potter","151"
"15087","Webster","Westmoreland","150"
"16685","Todd","Huntingdon","148"
"15780","Valier","Jefferson","147"
"16035","Forestville","Butler","146"
"16855","Mineral Springs","Clearfield","146"
"17946","Lost Creek","Schuylkill","146"
"16048","North Washington","Butler","142"
"15761","Mentcle","Indiana","140"
"16645","Glen Hope","Clearfield","138"
"15532","Boynton","Somerset","137"
"19511","Bowers","Berks","137"
"17944","Llewellyn","Schuylkill","136"
"15460","Martin","Fayette","136"
"15635","Hannastown","Westmoreland","136"
"17933","Friedensburg","Schuylkill","135"
"15733","De Lancey","Jefferson","135"
"15440","Gibbon Glade","Fayette","134"
"16151","Sheakleyville","Mercer","134"
"19519","Earlville","Berks","134"
"15334","Garards Fort","Greene","132"
"15454","Leckrone","Fayette","131"
"18622","Huntington Mills","Luzerne","130"
"18242","Oneida","Schuylkill","130"
"19477","Spring House","Montgomery","128"
"17880","Swengel","Union","128"
"17865","Potts Grove","Northumberland","128"
"17867","Rebuck","Northumberland","127"
"16616","Beccaria","Clearfield","127"
"16155","Villa Maria","Lawrence","125"
"15463","Merrittstown","Fayette","125"
"15821","Benezett","Elk","125"
"15316","Brave","Greene","123"
"18816","Dimock","Susquehanna","123"
"18212","Ashfield","Carbon","121"
"18427","Hamlin","Wayne","121"
"17071","New Germantown","Perry","121"
"15467","New Geneva","Fayette","119"
"19544","Mount Aetna","Berks","118"
"15544","Gray","Somerset","118"
"16724","Crosby","Mckean","118"
"17570","Rheems","Lancaster","117"
"15680","Salina","Westmoreland","117"
"17507","Bowmansville","Lancaster","117"
"15781","Walston","Jefferson","116"
"15353","Nineveh","Greene","115"
"18460","South Sterling","Wayne","115"
"16213","Callensburg","Clarion","114"
"17943","Lavelle","Schuylkill","113"
"17251","Roxbury","Franklin","111"
"18357","Skytop","Monroe","111"
"18323","Buck Hill Falls","Monroe","111"
"16211","Beyer","Indiana","110"
"15502","Hidden Valley","Somerset","109"
"18356","Shawnee On Delaware","Monroe","109"
"15047","Greenock","Allegheny","107"
"16694","Wood","Bedford","106"
"17077","Ono","Lebanon","106"
"15053","Joffre","Washington","106"
"18455","Preston Park","Wayne","105"
"19542","Monocacy Station","Berks","104"
"15447","Isabella","Fayette","103"
"15484","Uledi","Fayette","103"
"18825","Jackson","Susquehanna","103"
"15746","Hillsdale","Indiana","102"
"17075","Newton Hamilton","Mifflin","100"
"15730","Coolspring","Jefferson","99"
"17083","Quentin","Lebanon","97"
"19113","Philadelphia","Delaware","96"
"16631","Curryville","Blair","96"
"16253","Seminole","Armstrong","95"
"15783","West Lebanon","Indiana","95"
"15472","Oliver","Fayette","94"
"15379","West Middletown","Washington","92"
"15555","Quecreek","Somerset","89"
"15492","Wickhaven","Fayette","89"
"18230","Junedale","Carbon","88"
"19457","Parker Ford","Chester","87"
"17270","Williamson","Franklin","85"
"15476","Ronco","Fayette","83"
"15945","Parkhill","Cambria","81"
"16322","Endeavor","Forest","81"
"17254","Scotland","Franklin","80"
"15621","Calumet","Westmoreland","79"
"15777","Starford","Indiana","78"
"19367","Pomeroy","Chester","76"
"16730","East Smethport","Mckean","76"
"15691","Wendel","Westmoreland","74"
"17727","Cedar Run","Lycoming","74"
"16217","Cooksburg","Forest","73"
"15737","Elmora","Cambria","70"
"15625","Darragh","Westmoreland","70"
"16941","Genesee","Potter","69"
"17039","Kleinfeltersville","Lebanon","67"
"17729","Cross Fork","Potter","63"
"15784","Worthville","Jefferson","62"
"15741","Gipsy","Indiana","62"
"16332","Lickingville","Clarion","61"
"16331","Kossuth","Clarion","58"
"15921","Beaverdale","Cambria","54"
"15776","Sprankle Mills","Jefferson","54"
"15752","Kent","Indiana","54"
"16728","De Young","Elk","52"
"15564","Wellersburg","Somerset","52"
"17723","Jersey Shore","Lycoming","50"
"19538","Maxatawny","Berks","48"
"15421","Chalk Hill","Fayette","48"
"16670","Queen","Bedford","47"
"16321","East Hickory","Forest","47"
"18420","Fleetville","Lackawanna","47"
"17742","Lairdsville","Lycoming","46"
"15378","Westland","Washington","46"
"17056","Mexico","Juniata","45"
"18913","Carversville","Bucks","44"
"16682","Sproul","Blair","39"
"16638","Entriken","Huntingdon","39"
"17343","Mc Knightstown","Adams","35"
"17250","Rouzerville","Franklin","34"
"17739","Jersey Mills","Lycoming","32"
"18105","Allentown","Lehigh","31"
"16871","Pottersdale","Clearfield","30"
"18035","Cherryville","Northampton","29"
"15929","Dilltown","Indiana","28"
"15934","Elton","Cambria","24"
"16361","Tylersburg","Clarion","22"
"18935","Milford Square","Bucks","20"
"18454","Poyntelle","Wayne","17"
"18251","Sybertsville","Luzerne","17"
"15723","Chambersville","Indiana","15"
"17076","Oakland Mills","Juniata","13"
"15072","Pricedale","Westmoreland","11"
"19535","Limekiln","Berks","10"
"19472","Sassamansville","Montgomery","10"
"18430","Herrick Center","Susquehanna","6"
"18459","South Canaan","Wayne","3"
"18936","Montgomeryville","Montgomery","0"
"19375","Unionville","Chester","0"
"19112","Philadelphia","Philadelphia","0"
"19109","Philadelphia","Philadelphia","0"
"17822","Danville","Montour","0"
"18195","Allentown","Lehigh","0"
"18068","Old Zionsville","Lehigh","0"
"18046","East Texas","Lehigh","0"
"18016","Bethlehem","Northampton","0"
"19442","Kimberton","Chester","0"
"15290","Pittsburgh","Allegheny","0"
"15260","Pittsburgh","Allegheny","0"
"15616","Armbrust","Westmoreland","0"
"17120","Harrisburg","Dauphin","0"
"16312","Chandlers Valley","Warren","0"
"16699","Cresson","Cambria","0"